source,recipe,slot,indicator_id,signal_role,strategy_role,namespace,slot_role_fit,static_slot_score,signal_density_score,signal_density_bucket,forward_response_score,forward_response_bucket,empirical_pair_count,positive_pair_count,best_pair_score,avg_pair_score,best_pair_probe_id,best_pair_timeframe,timing_policy,timing_adjustment,recommended_trigger_lookback_bars,recipe_slot_score,sampling_lane,sampling_weight,retention_bucket,validation_probe_id,validation_score,retention_ratio
curated_recipe_prior,trend_pullback_continuation,context,MA_SLOPE_TREND,context,trend,Trend,matched,100.0,42.0,unknown,42.0,unknown,3,1,60.5492,20.1831,l3-008-ma-slope-trend-pmo-crossover-m5,M5,catalog_default,0.0,,72.2957,high_prior,70.56,,,,
curated_recipe_prior,trend_pullback_continuation,context,KALMAN_VELOCITY_CONFIRM,setup,confirm,Trend,mismatch,71.0,42.0,unknown,42.0,unknown,5,1,67.0715,13.4143,l3-024-kalman-velocity-confirm-pmo-crossover-m15,M15,catalog_default,0.0,,57.2029,medium_prior,26.1774,,,,
curated_recipe_prior,trend_pullback_continuation,context,ADX,filter,,Trend,matched,97.0,42.0,unknown,42.0,unknown,4,0,0.0,0.0,l3-006-adx-pmo-crossover-m5,M5,catalog_default,0.0,,51.66,medium_prior,21.35,,,,
curated_recipe_prior,trend_pullback_continuation,context,WEIS_WAVE_FORCE_TREND,context,trend,Volume,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,context,SAR_TREND,context,trend,Trend,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,context,PLUS_DI_TREND,context,trend,Trend,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,context,OBV_TREND,context,trend,Volume,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,context,MINUS_DI_TREND,context,trend,Trend,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,context,MA_SPREAD_TREND,context,trend,Trend,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,context,CHAIKIN_AD_TREND,context,trend,Volume,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,context,AROON_TREND,context,trend,Momentum,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,context,ADOSC_TREND,context,trend,Volume,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,context,PLUS_DI_MEAN_REVERSION,context,mean-reversion,Trend,matched,99.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,79.62,uncertain_prior,15.2144,,,,
curated_recipe_prior,trend_pullback_continuation,context,MINUS_DI_MEAN_REVERSION,context,mean-reversion,Trend,matched,99.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,79.62,uncertain_prior,15.2144,,,,
curated_recipe_prior,trend_pullback_continuation,context,AROON_MEAN_REVERSION,context,mean-reversion,Momentum,matched,99.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,79.62,uncertain_prior,15.2144,,,,
curated_recipe_prior,trend_pullback_continuation,context,WEIS_WAVE_FORCE_MEAN_REVERSION,context,mean-reversion,Volume,matched,97.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,78.3,uncertain_prior,14.7141,,,,
curated_recipe_prior,trend_pullback_continuation,context,RANDOM_WALK_INDEX_FILTER,filter,filter,Trend,matched,97.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,78.3,uncertain_prior,14.7141,,,,
curated_recipe_prior,trend_pullback_continuation,context,OBV_MEAN_REVERSION,context,mean-reversion,Volume,matched,97.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,78.3,uncertain_prior,14.7141,,,,
curated_recipe_prior,trend_pullback_continuation,context,CHAIKIN_AD_MEAN_REVERSION,context,mean-reversion,Volume,matched,97.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,78.3,uncertain_prior,14.7141,,,,
curated_recipe_prior,trend_pullback_continuation,context,ATR_VOLATILITY_FILTER,filter,filter,Volatility,matched,97.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,78.3,uncertain_prior,14.7141,,,,
curated_recipe_prior,trend_pullback_continuation,context,SAR_MEAN_REVERSION,context,mean-reversion,Trend,matched,93.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,75.66,uncertain_prior,13.7386,,,,
curated_recipe_prior,trend_pullback_continuation,context,MA_SLOPE_MEAN_REVERSION,context,mean-reversion,Trend,matched,93.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,75.66,uncertain_prior,13.7386,,,,
curated_recipe_prior,trend_pullback_continuation,context,ADOSC_MEAN_REVERSION,context,mean-reversion,Volume,matched,91.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,74.34,uncertain_prior,13.2634,,,,
curated_recipe_prior,trend_pullback_continuation,context,MA_SPREAD_MEAN_REVERSION,context,mean-reversion,Trend,matched,87.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,71.7,uncertain_prior,12.3381,,,,
curated_recipe_prior,trend_pullback_continuation,context,VQI_DIRECTIONAL_QUALITY,filter,filter,Volatility,matched,85.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,70.38,uncertain_prior,11.888,,,,
curated_recipe_prior,trend_pullback_continuation,context,BOLLINGER_KELTNER_SQUEEZE_FILTER,filter,filter,Volatility,matched,85.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,70.38,uncertain_prior,11.888,,,,
curated_recipe_prior,trend_pullback_continuation,context,GARCH_VOLATILITY_REGIME,filter,filter,Volatility,matched,77.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,65.1,uncertain_prior,10.1712,,,,
curated_recipe_prior,trend_pullback_continuation,context,ATR_STEP_TREND_FILTER,filter,filter,Trend,matched,77.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,65.1,uncertain_prior,10.1712,,,,
curated_recipe_prior,trend_pullback_continuation,context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,Volume,matched,75.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,63.78,uncertain_prior,9.7629,,,,
curated_recipe_prior,trend_pullback_continuation,context,KEY_REVERSAL_SIGNAL,trigger,confirm,Signals,mismatch,83.0,94.0,usable,48.63,neutral_forward_response,0,0,,,,,catalog_default,0.0,,60.5734,uncertain_prior,8.8059,,,,
curated_recipe_prior,trend_pullback_continuation,context,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,Signals,mismatch,77.0,94.0,usable,66.16,context_dependent_forward_response,0,0,,,,,catalog_default,0.0,,59.7688,uncertain_prior,8.5735,,,,
curated_recipe_prior,trend_pullback_continuation,context,CANDLE_DIRECTION_INDEX,trigger,confirm,Signals,mismatch,79.0,94.0,usable,47.66,neutral_forward_response,0,0,,,,,catalog_default,0.0,,57.7588,uncertain_prior,8.0066,,,,
curated_recipe_prior,trend_pullback_continuation,context,PMO_CROSSOVER,trigger,confirm,Signals,mismatch,71.0,94.0,usable,69.81,context_dependent_forward_response,0,0,,,,,catalog_default,0.0,,56.4658,uncertain_prior,7.6521,,,,
curated_recipe_prior,trend_pullback_continuation,context,THRUST_BAR_SIGNAL,trigger,confirm,Signals,mismatch,77.0,94.0,usable,45.89,neutral_forward_response,0,0,,,,,catalog_default,0.0,,56.1202,uncertain_prior,7.5587,,,,
curated_recipe_prior,trend_pullback_continuation,context,WILLR_TREND,setup,trend,Momentum,mismatch,89.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,55.02,uncertain_prior,7.2653,,,,
curated_recipe_prior,trend_pullback_continuation,context,RSI_TREND,setup,trend,Momentum,mismatch,89.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,55.02,uncertain_prior,7.2653,,,,
curated_recipe_prior,trend_pullback_continuation,context,MOM_TREND,setup,trend,Momentum,mismatch,89.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,55.02,uncertain_prior,7.2653,,,,
curated_recipe_prior,trend_pullback_continuation,context,CMO_TREND,setup,trend,Momentum,mismatch,89.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,55.02,uncertain_prior,7.2653,,,,
curated_recipe_prior,trend_pullback_continuation,context,CCI_TREND,setup,trend,Momentum,mismatch,89.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,55.02,uncertain_prior,7.2653,,,,
curated_recipe_prior,trend_pullback_continuation,context,EHLERS_FISHER_TRANSITION,trigger,confirm,Signals,mismatch,83.0,56.0,dense,50.33,neutral_forward_response,0,0,,,,,catalog_default,0.0,,54.7994,wild_exploration,2.4024,,,,
curated_recipe_prior,trend_pullback_continuation,setup,KALMAN_VELOCITY_CONFIRM,setup,confirm,Trend,matched,100.0,42.0,unknown,42.0,unknown,5,1,67.0715,13.4143,l3-024-kalman-velocity-confirm-pmo-crossover-m15,M15,catalog_default,0.0,,74.3829,high_prior,74.693,,,,
curated_recipe_prior,trend_pullback_continuation,setup,MA_SLOPE_TREND,context,trend,Trend,mismatch,79.0,42.0,unknown,42.0,unknown,3,1,60.5492,20.1831,l3-008-ma-slope-trend-pmo-crossover-m5,M5,catalog_default,0.0,,58.4757,medium_prior,27.3553,,,,
curated_recipe_prior,trend_pullback_continuation,setup,WILLR_TREND,setup,trend,Momentum,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,WILLR_MEAN_REVERSION,setup,mean-reversion,Momentum,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,ULTOSC_TREND,setup,trend,Momentum,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,TRENDFLEX_CONFIRM,setup,confirm,Trend,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,STOCH_TREND,setup,trend,Momentum,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,STOCHRSI_TREND,setup,trend,Momentum,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,STOCHF_TREND,setup,trend,Momentum,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,SPEARMAN_RANK_CORRELATION,setup,confirm,Statistics,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,RSI_TREND,setup,trend,Momentum,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,RSI_MEAN_REVERSION,setup,mean-reversion,Momentum,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,MOM_TREND,setup,trend,Momentum,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,MOM_MEAN_REVERSION,setup,mean-reversion,Momentum,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,MFI_TREND,setup,trend,Volume,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,MFI_MEAN_REVERSION,setup,mean-reversion,Volume,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,MA_DISTANCE_TREND,setup,trend,Trend,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,MACD_HISTOGRAM_PIPS_TREND,setup,trend,Momentum,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,KELTNER_CHANNEL_BREAKOUT,setup,breakout,Channels,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,EHLERS_FISHER_STATE_FILTER,setup,filter,Momentum,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,DONCHIAN_CHANNEL_BREAKOUT,setup,breakout,Channels,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,CMO_TREND,setup,trend,Momentum,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,CMO_MEAN_REVERSION,setup,mean-reversion,Momentum,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,CCI_TREND,setup,trend,Momentum,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,CCI_MEAN_REVERSION,setup,mean-reversion,Momentum,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,BBANDS_POSITION_TREND,setup,trend,Volatility,matched,100.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,80.28,uncertain_prior,15.4677,,,,
curated_recipe_prior,trend_pullback_continuation,setup,ULTOSC_MEAN_REVERSION,setup,mean-reversion,Momentum,matched,97.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,78.3,uncertain_prior,14.7141,,,,
curated_recipe_prior,trend_pullback_continuation,setup,STOCH_MEAN_REVERSION,setup,mean-reversion,Momentum,matched,97.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,78.3,uncertain_prior,14.7141,,,,
curated_recipe_prior,trend_pullback_continuation,setup,STOCHRSI_MEAN_REVERSION,setup,mean-reversion,Momentum,matched,97.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,78.3,uncertain_prior,14.7141,,,,
curated_recipe_prior,trend_pullback_continuation,setup,STOCHF_MEAN_REVERSION,setup,mean-reversion,Momentum,matched,97.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,78.3,uncertain_prior,14.7141,,,,
curated_recipe_prior,trend_pullback_continuation,setup,MA_DISTANCE_MEAN_REVERSION,setup,mean-reversion,Trend,matched,97.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,78.3,uncertain_prior,14.7141,,,,
curated_recipe_prior,trend_pullback_continuation,setup,MACD_HISTOGRAM_PIPS_MEAN_REVERSION,setup,mean-reversion,Momentum,matched,97.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,78.3,uncertain_prior,14.7141,,,,
curated_recipe_prior,trend_pullback_continuation,setup,KELTNER_CHANNEL_MEAN_REVERSION,setup,mean-reversion,Channels,matched,97.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,78.3,uncertain_prior,14.7141,,,,
curated_recipe_prior,trend_pullback_continuation,setup,TTF_DSL_MAGNITUDE,setup,confirm,Trend,matched,91.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,74.34,uncertain_prior,13.2634,,,,
curated_recipe_prior,trend_pullback_continuation,setup,ROOFING_FILTER_CONFIRM,setup,confirm,Momentum,matched,91.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,74.34,uncertain_prior,13.2634,,,,
curated_recipe_prior,trend_pullback_continuation,setup,BBANDS_POSITION_MEAN_REVERSION,setup,mean-reversion,Volatility,matched,91.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,74.34,uncertain_prior,13.2634,,,,
curated_recipe_prior,trend_pullback_continuation,setup,ROOFING_FILTER_MEAN_REVERSION,setup,mean-reversion,Momentum,matched,83.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,69.06,uncertain_prior,11.4463,,,,
curated_recipe_prior,trend_pullback_continuation,setup,KEY_REVERSAL_SIGNAL,trigger,confirm,Signals,mismatch,83.0,94.0,usable,48.63,neutral_forward_response,0,0,,,,,catalog_default,0.0,,60.5734,uncertain_prior,8.8059,,,,
curated_recipe_prior,trend_pullback_continuation,setup,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,Signals,mismatch,77.0,94.0,usable,66.16,context_dependent_forward_response,0,0,,,,,catalog_default,0.0,,59.7688,uncertain_prior,8.5735,,,,
curated_recipe_prior,trend_pullback_continuation,setup,CANDLE_DIRECTION_INDEX,trigger,confirm,Signals,mismatch,79.0,94.0,usable,47.66,neutral_forward_response,0,0,,,,,catalog_default,0.0,,57.7588,uncertain_prior,8.0066,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,PMO_CROSSOVER,trigger,confirm,Signals,matched,100.0,94.0,usable,69.81,context_dependent_forward_response,4,2,67.0715,31.9052,l3-024-kalman-velocity-confirm-pmo-crossover-m15,M15,catalog_default_only,-8.0,,76.5163,high_prior,79.039,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,MACD_CROSSOVER,trigger,,Signals,matched,100.0,94.0,usable,65.26,context_dependent_forward_response,0,0,,,,,catalog_default,0.0,,92.7868,medium_prior,68.8751,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,MA_CROSSOVER,trigger,,Signals,matched,97.0,94.0,usable,69.95,context_dependent_forward_response,0,0,,,,,catalog_default,0.0,,91.651,medium_prior,67.1992,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,KEY_REVERSAL_SIGNAL,trigger,confirm,Signals,matched,100.0,94.0,usable,48.63,neutral_forward_response,0,0,,,,,catalog_default,0.0,,89.7934,medium_prior,64.5028,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,PRICE_RECLAIM_MA,trigger,confirm,Signals,matched,100.0,94.0,usable,48.56,neutral_forward_response,0,0,,,,,catalog_default,0.0,,89.7808,medium_prior,64.4847,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,BUFFERED_RANGE_BREAKOUT_SIGNAL,trigger,breakout,Signals,matched,100.0,94.0,usable,47.98,neutral_forward_response,0,0,,,,,catalog_default,0.0,,89.6764,medium_prior,64.3349,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,CANDLE_DIRECTION_INDEX,trigger,confirm,Signals,matched,100.0,94.0,usable,47.66,neutral_forward_response,0,0,,,,,catalog_default,0.0,,89.6188,medium_prior,64.2522,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,THRUST_BAR_SIGNAL,trigger,confirm,Signals,matched,100.0,94.0,usable,45.89,neutral_forward_response,0,0,,,,,catalog_default,0.0,,89.3002,medium_prior,63.7962,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,WAVETREND_CROSSOVER,trigger,confirm,Signals,matched,97.0,94.0,usable,56.71,neutral_forward_response,0,0,,,,,catalog_default,0.0,,89.2678,medium_prior,63.7499,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,RSI_CROSSBACK,trigger,mean-reversion,Signals,matched,97.0,94.0,usable,53.46,neutral_forward_response,0,0,,,,,catalog_default,0.0,,88.6828,medium_prior,62.9171,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,BOLLINGER_KELTNER_SQUEEZE_RELEASE,trigger,breakout,Signals,matched,100.0,94.0,usable,41.25,neutral_forward_response,0,0,,,,,catalog_default,0.0,,88.465,medium_prior,62.6084,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,KST_CROSSOVER,trigger,confirm,Signals,matched,97.0,94.0,usable,50.25,neutral_forward_response,0,0,,,,,catalog_default,0.0,,88.105,medium_prior,62.0999,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,NVO_VOLUME_IMPULSE,trigger,confirm,Volume,matched,95.0,94.0,usable,53.45,neutral_forward_response,0,0,,,,,catalog_default,0.0,,87.361,medium_prior,61.0556,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,CHANNEL_REENTRY,trigger,mean-reversion,Signals,matched,89.0,94.0,usable,75.0,context_dependent_forward_response,0,0,,,,,catalog_default,0.0,,87.28,medium_prior,60.9424,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,BREAKOUT_FIRST_CLOSE,trigger,breakout,Signals,matched,93.0,94.0,usable,42.43,low_prior_forward_response,0,0,,,,,catalog_default,0.0,,84.0574,medium_prior,56.5252,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,EHLERS_FISHER_TRANSITION,trigger,confirm,Signals,matched,100.0,56.0,dense,50.33,neutral_forward_response,0,0,,,,,catalog_default,0.0,,84.0194,medium_prior,56.4741,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,STOCH_CROSSOVER,trigger,,Signals,matched,100.0,56.0,dense,49.2,neutral_forward_response,0,0,,,,,catalog_default,0.0,,83.816,medium_prior,56.201,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,WICK_REJECTION,trigger,mean-reversion,Patterns,matched,87.0,56.0,dense,64.71,context_dependent_forward_response,0,0,,,,,catalog_default,0.0,,78.0278,medium_prior,48.7067,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,Signals,matched,100.0,94.0,usable,66.16,context_dependent_forward_response,3,0,0.0,0.0,l3-005-kalman-velocity-confirm-toby-crabel-narrow-range-m5,M5,catalog_default,0.0,,62.5424,medium_prior,31.2924,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,MARKET_MODE_TRANSITION,trigger,confirm,Signals,matched,97.0,94.0,usable,65.16,context_dependent_forward_response,3,0,0.0,0.0,l3-013-kalman-velocity-confirm-market-mode-transition-m15,M15,catalog_default,0.0,,61.1424,medium_prior,29.9071,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,TTF_DSL_TRANSITION,trigger,confirm,Signals,matched,97.0,94.0,usable,63.6,context_dependent_forward_response,2,0,0.0,0.0,l3-015-kalman-velocity-confirm-ttf-dsl-transition-m15,M15,catalog_default,0.0,,60.924,medium_prior,29.6939,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,STOCHRSI_CROSSBACK,trigger,mean-reversion,Signals,matched,89.0,56.0,dense,50.83,neutral_forward_response,0,0,,,,,catalog_default,0.0,,76.8494,uncertain_prior,14.174,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,WILLR_TREND,setup,trend,Momentum,mismatch,89.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,55.02,uncertain_prior,7.2653,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,RSI_TREND,setup,trend,Momentum,mismatch,89.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,55.02,uncertain_prior,7.2653,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,MOM_TREND,setup,trend,Momentum,mismatch,89.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,55.02,uncertain_prior,7.2653,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,CMO_TREND,setup,trend,Momentum,mismatch,89.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,55.02,uncertain_prior,7.2653,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,CCI_TREND,setup,trend,Momentum,mismatch,89.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,55.02,uncertain_prior,7.2653,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,MFI_TREND,setup,trend,Volume,mismatch,87.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,53.7,wild_exploration,2.307,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,PLUS_DI_TREND,context,trend,Trend,mismatch,85.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,52.38,wild_exploration,2.1949,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,MINUS_DI_TREND,context,trend,Trend,mismatch,85.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,52.38,wild_exploration,2.1949,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,AROON_TREND,context,trend,Momentum,mismatch,85.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,52.38,wild_exploration,2.1949,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,WEIS_WAVE_FORCE_TREND,context,trend,Volume,mismatch,83.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,51.06,wild_exploration,2.0857,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,ULTOSC_TREND,setup,trend,Momentum,mismatch,83.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,51.06,wild_exploration,2.0857,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,STOCH_TREND,setup,trend,Momentum,mismatch,83.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,51.06,wild_exploration,2.0857,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,STOCHRSI_TREND,setup,trend,Momentum,mismatch,83.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,51.06,wild_exploration,2.0857,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,STOCHF_TREND,setup,trend,Momentum,mismatch,83.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,51.06,wild_exploration,2.0857,,,,
curated_recipe_prior,trend_pullback_continuation,trigger,OBV_TREND,context,trend,Volume,mismatch,83.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,51.06,wild_exploration,2.0857,,,,
