source,recipe,slot,indicator_id,signal_role,strategy_role,namespace,slot_role_fit,static_slot_score,signal_density_score,signal_density_bucket,forward_response_score,forward_response_bucket,empirical_pair_count,positive_pair_count,best_pair_score,avg_pair_score,best_pair_probe_id,best_pair_timeframe,timing_policy,timing_adjustment,recommended_trigger_lookback_bars,recipe_slot_score,sampling_lane,sampling_weight,retention_bucket,validation_probe_id,validation_score,retention_ratio
curated_recipe_prior,profile_value_context,guard,ADOSC_TREND,context,trend,Volume,matched,91.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,74.34,uncertain_prior,13.2634,,,,
curated_recipe_prior,profile_value_context,guard,MA_SPREAD_TREND,context,trend,Trend,matched,87.0,42.0,unknown,42.0,unknown,0,0,,,,,catalog_default,0.0,,71.7,uncertain_prior,12.3381,,,,
curated_recipe_prior,profile_value_context,guard,KEY_REVERSAL_SIGNAL,trigger,confirm,Signals,mismatch,81.0,94.0,usable,48.63,neutral_forward_response,0,0,,,,,catalog_default,0.0,,59.2534,uncertain_prior,8.4263,,,,
curated_recipe_prior,profile_value_context,guard,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,Signals,mismatch,75.0,94.0,usable,66.16,context_dependent_forward_response,0,0,,,,,catalog_default,0.0,,58.4488,uncertain_prior,8.199,,,,
curated_recipe_prior,profile_value_context,guard,CANDLE_DIRECTION_INDEX,trigger,confirm,Signals,mismatch,77.0,94.0,usable,47.66,neutral_forward_response,0,0,,,,,catalog_default,0.0,,56.4388,uncertain_prior,7.6448,,,,
curated_recipe_prior,profile_value_context,guard,PMO_CROSSOVER,trigger,confirm,Signals,mismatch,69.0,94.0,usable,69.81,context_dependent_forward_response,0,0,,,,,catalog_default,0.0,,55.1458,uncertain_prior,7.2985,,,,
curated_recipe_prior,profile_value_context,guard,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,Volume,matched,89.0,42.0,unknown,42.0,unknown,12,0,0.0,0.0,l3-029-rolling-volume-profile-context-channel-reentry-m5,M5,catalog_default,0.0,,48.3,uncertain_prior,5.5989,,,,
curated_recipe_prior,profile_value_context,guard,RSI_CROSSBACK,trigger,mean-reversion,Signals,mismatch,73.0,94.0,usable,53.46,neutral_forward_response,0,0,,,,,catalog_default,0.0,,54.8428,wild_exploration,2.4062,,,,
curated_recipe_prior,profile_value_context,guard,THRUST_BAR_SIGNAL,trigger,confirm,Signals,mismatch,75.0,94.0,usable,45.89,neutral_forward_response,0,0,,,,,catalog_default,0.0,,54.8002,wild_exploration,2.4024,,,,
curated_recipe_prior,profile_value_context,guard,MACD_CROSSOVER,trigger,,Signals,mismatch,69.0,94.0,usable,65.26,context_dependent_forward_response,0,0,,,,,catalog_default,0.0,,54.3268,wild_exploration,2.3611,,,,
curated_recipe_prior,profile_value_context,guard,EHLERS_FISHER_TRANSITION,trigger,confirm,Signals,mismatch,81.0,56.0,dense,50.33,neutral_forward_response,0,0,,,,,catalog_default,0.0,,53.4794,wild_exploration,2.288,,,,
curated_recipe_prior,profile_value_context,guard,CHANNEL_REENTRY,trigger,mean-reversion,Signals,mismatch,65.0,94.0,usable,75.0,context_dependent_forward_response,0,0,,,,,catalog_default,0.0,,53.44,wild_exploration,2.2847,,,,
curated_recipe_prior,profile_value_context,guard,PRICE_RECLAIM_MA,trigger,confirm,Signals,mismatch,69.0,94.0,usable,48.56,neutral_forward_response,0,0,,,,,catalog_default,0.0,,51.3208,wild_exploration,2.1071,,,,
curated_recipe_prior,profile_value_context,guard,BUFFERED_RANGE_BREAKOUT_SIGNAL,trigger,breakout,Signals,mismatch,69.0,94.0,usable,47.98,neutral_forward_response,0,0,,,,,catalog_default,0.0,,51.2164,wild_exploration,2.0985,,,,
curated_recipe_prior,profile_value_context,guard,MA_CROSSOVER,trigger,,Signals,mismatch,63.0,94.0,usable,69.95,context_dependent_forward_response,0,0,,,,,catalog_default,0.0,,51.211,wild_exploration,2.0981,,,,
discovery_recipe_validation,discovered_recipe_001,context_or_setup_cluster,THRUST_BAR_SIGNAL,trigger,confirm,Signals,discovered_cluster,,,,,,1,1,73.0025,73.0025,drv-0009-r001-thrust-bar-signal-channel-reentry-m5,M5,catalog_default,0.0,,77.9284,high_prior,81.9833,retained_strong,drv-0009-r001-thrust-bar-signal-channel-reentry-m5,73.0025,0.9627
discovery_recipe_validation,discovered_recipe_001,context_or_setup_cluster,WAVETREND_CROSSOVER,trigger,confirm,Signals,discovered_cluster,,,,,,1,1,68.7021,68.7021,drv-0012-r001-wavetrend-crossove-channel-reentry-m15,M15,catalog_default,0.0,,70.3769,high_prior,66.8643,retained,drv-0012-r001-wavetrend-crossove-channel-reentry-m15,68.7021,0.9134
discovery_recipe_validation,discovered_recipe_001,context_or_setup_cluster,MACD_CROSSOVER,trigger,,Signals,discovered_cluster,,,,,,1,1,60.7709,60.7709,drv-0005-r001-macd-crossover-channel-reentry-m5,M5,catalog_default,0.0,,64.7038,high_prior,56.5189,retained,drv-0005-r001-macd-crossover-channel-reentry-m5,60.7709,0.7907
discovery_recipe_validation,discovered_recipe_001,context_or_setup_cluster,STOCHF_TREND,setup,trend,Momentum,discovered_cluster,,,,,,1,1,50.2687,50.2687,drv-0007-r001-stochf-trend-cmo-mean-reversion-m5,M5,catalog_default,0.0,,48.3158,uncertain_prior,5.6026,partial_retention,drv-0007-r001-stochf-trend-cmo-mean-reversion-m5,50.2687,0.6554
discovery_recipe_validation,discovered_recipe_001,trigger_or_response_cluster,CHANNEL_REENTRY,trigger,mean-reversion,Signals,discovered_cluster,,,,,,1,1,73.0025,73.0025,drv-0009-r001-thrust-bar-signal-channel-reentry-m5,M5,catalog_default,0.0,,77.9284,high_prior,81.9833,retained_strong,drv-0009-r001-thrust-bar-signal-channel-reentry-m5,73.0025,0.9627
discovery_recipe_validation,discovered_recipe_001,trigger_or_response_cluster,CMO_MEAN_REVERSION,setup,mean-reversion,Momentum,discovered_cluster,,,,,,1,1,50.2687,50.2687,drv-0007-r001-stochf-trend-cmo-mean-reversion-m5,M5,catalog_default,0.0,,48.3158,uncertain_prior,5.6026,partial_retention,drv-0007-r001-stochf-trend-cmo-mean-reversion-m5,50.2687,0.6554
discovery_recipe_validation,discovered_recipe_002,context_or_setup_cluster,CHANNEL_REENTRY,trigger,mean-reversion,Signals,discovered_cluster,,,,,,1,1,73.0025,73.0025,drv-0010-r002-channel-reentry-thrust-bar-signal-m5,M5,catalog_default,0.0,,77.8379,high_prior,81.793,retained_strong,drv-0010-r002-channel-reentry-thrust-bar-signal-m5,73.0025,0.9627
discovery_recipe_validation,discovered_recipe_002,context_or_setup_cluster,WILLR_MEAN_REVERSION,setup,mean-reversion,Momentum,discovered_cluster,,,,,,1,1,61.0305,61.0305,drv-0015-r002-willr-mean-reversi-vqi-directional-qu-m5,M5,catalog_default,0.0,,64.5152,high_prior,56.1898,retained,drv-0015-r002-willr-mean-reversi-vqi-directional-qu-m5,61.0305,0.797
discovery_recipe_validation,discovered_recipe_002,context_or_setup_cluster,CMO_MEAN_REVERSION,setup,mean-reversion,Momentum,discovered_cluster,,,,,,1,1,50.2687,50.2687,drv-0008-r002-cmo-mean-reversion-stochf-trend-m5,M5,catalog_default,0.0,,48.3128,uncertain_prior,5.6019,partial_retention,drv-0008-r002-cmo-mean-reversion-stochf-trend-m5,50.2687,0.6554
discovery_recipe_validation,discovered_recipe_002,trigger_or_response_cluster,THRUST_BAR_SIGNAL,trigger,confirm,Signals,discovered_cluster,,,,,,1,1,73.0025,73.0025,drv-0010-r002-channel-reentry-thrust-bar-signal-m5,M5,catalog_default,0.0,,77.8379,high_prior,81.793,retained_strong,drv-0010-r002-channel-reentry-thrust-bar-signal-m5,73.0025,0.9627
discovery_recipe_validation,discovered_recipe_002,trigger_or_response_cluster,WAVETREND_CROSSOVER,trigger,confirm,Signals,discovered_cluster,,,,,,1,1,68.7021,68.7021,drv-0013-r002-channel-reentry-wavetrend-crossove-m15,M15,catalog_default,0.0,,70.3739,high_prior,66.8586,retained,drv-0013-r002-channel-reentry-wavetrend-crossove-m15,68.7021,0.9134
discovery_recipe_validation,discovered_recipe_002,trigger_or_response_cluster,MACD_CROSSOVER,trigger,,Signals,discovered_cluster,,,,,,1,1,60.7709,60.7709,drv-0006-r002-channel-reentry-macd-crossover-m5,M5,catalog_default,0.0,,64.7008,high_prior,56.5136,retained,drv-0006-r002-channel-reentry-macd-crossover-m5,60.7709,0.7907
discovery_recipe_validation,discovered_recipe_002,trigger_or_response_cluster,VQI_DIRECTIONAL_QUALITY,filter,filter,Volatility,discovered_cluster,,,,,,1,1,61.0305,61.0305,drv-0015-r002-willr-mean-reversi-vqi-directional-qu-m5,M5,catalog_default,0.0,,64.5152,high_prior,56.1898,retained,drv-0015-r002-willr-mean-reversi-vqi-directional-qu-m5,61.0305,0.797
discovery_recipe_validation,discovered_recipe_002,trigger_or_response_cluster,STOCHF_TREND,setup,trend,Momentum,discovered_cluster,,,,,,1,1,50.2687,50.2687,drv-0008-r002-cmo-mean-reversion-stochf-trend-m5,M5,catalog_default,0.0,,48.3128,uncertain_prior,5.6019,partial_retention,drv-0008-r002-cmo-mean-reversion-stochf-trend-m5,50.2687,0.6554
discovery_recipe_validation,discovered_recipe_003,context_or_setup_cluster,BBANDS_POSITION_TREND,setup,trend,Volatility,discovered_cluster,,,,,,1,1,77.6931,77.6931,drv-0022-r003-bbands-position-tr-ma-spread-mean-rev-m5,M5,catalog_default,0.0,,80.756,high_prior,88.0407,retained_strong,drv-0022-r003-bbands-position-tr-ma-spread-mean-rev-m5,77.6931,1.0728
discovery_recipe_validation,discovered_recipe_003,context_or_setup_cluster,MFI_TREND,setup,trend,Volume,discovered_cluster,,,,,,1,1,70.0376,70.0376,drv-0024-r003-mfi-trend-obv-mean-reversion-m15,M15,catalog_default,0.0,,74.5937,high_prior,75.117,retained_strong,drv-0024-r003-mfi-trend-obv-mean-reversion-m15,70.0376,0.9748
discovery_recipe_validation,discovered_recipe_003,trigger_or_response_cluster,MA_SPREAD_MEAN_REVERSION,context,mean-reversion,Trend,discovered_cluster,,,,,,1,1,77.6931,77.6931,drv-0022-r003-bbands-position-tr-ma-spread-mean-rev-m5,M5,catalog_default,0.0,,80.756,high_prior,88.0407,retained_strong,drv-0022-r003-bbands-position-tr-ma-spread-mean-rev-m5,77.6931,1.0728
discovery_recipe_validation,discovered_recipe_003,trigger_or_response_cluster,OBV_MEAN_REVERSION,context,mean-reversion,Volume,discovered_cluster,,,,,,1,1,70.0376,70.0376,drv-0024-r003-mfi-trend-obv-mean-reversion-m15,M15,catalog_default,0.0,,74.5937,high_prior,75.117,retained_strong,drv-0024-r003-mfi-trend-obv-mean-reversion-m15,70.0376,0.9748
discovery_recipe_validation,discovered_recipe_005,context_or_setup_cluster,OBV_MEAN_REVERSION,context,mean-reversion,Volume,discovered_cluster,,,,,,1,1,67.3466,67.3466,drv-0025-r005-obv-mean-reversion-plus-di-trend-m5,M5,catalog_default,0.0,,68.4156,high_prior,63.1894,retained,drv-0025-r005-obv-mean-reversion-plus-di-trend-m5,67.3466,0.9422
discovery_recipe_validation,discovered_recipe_005,trigger_or_response_cluster,PLUS_DI_TREND,context,trend,Trend,discovered_cluster,,,,,,1,1,67.3466,67.3466,drv-0025-r005-obv-mean-reversion-plus-di-trend-m5,M5,catalog_default,0.0,,68.4156,high_prior,63.1894,retained,drv-0025-r005-obv-mean-reversion-plus-di-trend-m5,67.3466,0.9422
discovery_recipe_validation,discovered_recipe_006,context_or_setup_cluster,RSI_CROSSBACK,trigger,mean-reversion,Signals,discovered_cluster,,,,,,1,1,74.626,74.626,drv-0017-r006-rsi-crossback-willr-mean-reversi-m5,M5,catalog_default,0.0,,78.784,high_prior,83.7934,retained_strong,drv-0017-r006-rsi-crossback-willr-mean-reversi-m5,74.626,0.9998
discovery_recipe_validation,discovered_recipe_006,context_or_setup_cluster,WILLR_MEAN_REVERSION,setup,mean-reversion,Momentum,discovered_cluster,,,,,,1,1,74.626,74.626,drv-0018-r006-willr-mean-reversi-rsi-crossback-m5,M5,catalog_default,0.0,,78.784,high_prior,83.7934,retained_strong,drv-0018-r006-willr-mean-reversi-rsi-crossback-m5,74.626,0.9998
discovery_recipe_validation,discovered_recipe_006,trigger_or_response_cluster,RSI_CROSSBACK,trigger,mean-reversion,Signals,discovered_cluster,,,,,,1,1,74.626,74.626,drv-0018-r006-willr-mean-reversi-rsi-crossback-m5,M5,catalog_default,0.0,,78.784,high_prior,83.7934,retained_strong,drv-0018-r006-willr-mean-reversi-rsi-crossback-m5,74.626,0.9998
discovery_recipe_validation,discovered_recipe_006,trigger_or_response_cluster,WILLR_MEAN_REVERSION,setup,mean-reversion,Momentum,discovered_cluster,,,,,,1,1,74.626,74.626,drv-0017-r006-rsi-crossback-willr-mean-reversi-m5,M5,catalog_default,0.0,,78.784,high_prior,83.7934,retained_strong,drv-0017-r006-rsi-crossback-willr-mean-reversi-m5,74.626,0.9998
discovery_recipe_validation,discovered_recipe_007,context_or_setup_cluster,CHANNEL_REENTRY,trigger,mean-reversion,Signals,discovered_cluster,,,,,,1,1,68.2983,68.2983,drv-0058-r007-channel-reentry-bbands-position-tr-m15,M15,catalog_default,0.0,,48.9849,uncertain_prior,5.7588,new_positive_cluster_expansion,drv-0058-r007-channel-reentry-bbands-position-tr-m15,68.2983,
discovery_recipe_validation,discovered_recipe_007,trigger_or_response_cluster,BBANDS_POSITION_TREND,setup,trend,Volatility,discovered_cluster,,,,,,1,1,68.2983,68.2983,drv-0058-r007-channel-reentry-bbands-position-tr-m15,M15,catalog_default,0.0,,48.9849,uncertain_prior,5.7588,new_positive_cluster_expansion,drv-0058-r007-channel-reentry-bbands-position-tr-m15,68.2983,
discovery_recipe_validation,discovered_recipe_008,context_or_setup_cluster,VQI_DIRECTIONAL_QUALITY,filter,filter,Volatility,discovered_cluster,,,,,,1,1,61.0305,61.0305,drv-0023-r008-vqi-directional-qu-willr-mean-reversi-m5,M5,catalog_default,0.0,,64.2541,high_prior,55.736,retained,drv-0023-r008-vqi-directional-qu-willr-mean-reversi-m5,61.0305,0.797
discovery_recipe_validation,discovered_recipe_008,trigger_or_response_cluster,WILLR_MEAN_REVERSION,setup,mean-reversion,Momentum,discovered_cluster,,,,,,1,1,61.0305,61.0305,drv-0023-r008-vqi-directional-qu-willr-mean-reversi-m5,M5,catalog_default,0.0,,64.2541,high_prior,55.736,retained,drv-0023-r008-vqi-directional-qu-willr-mean-reversi-m5,61.0305,0.797
