side,indicator_id,signal_role,strategy_role,namespace,tested_count,positive_count,strong_count,best_score,avg_positive_score,top_partners,top_partner_strategy_roles,top_timeframes,top_lanes
second,SAR_TREND,context,trend,Trend,172,14,1,70.5288,59.4215,"CCI_MEAN_REVERSION,KELTNER_CHANNEL_MEAN_REVERSION,WILLR_MEAN_REVERSION,CHANNEL_REENTRY,PLUS_DI_MEAN_REVERSION,BBANDS_POSITION_MEAN_REVERSION,CMO_MEAN_REVERSION,RSI_MEAN_REVERSION",mean-reversion,"M15,M5","wild_diversity,proven_neighbor"
second,STOCH_TREND,setup,trend,Momentum,172,10,1,70.1647,63.3858,"MFI_MEAN_REVERSION,STOCHRSI_CROSSBACK,MINUS_DI_MEAN_REVERSION,CMO_MEAN_REVERSION,MA_DISTANCE_MEAN_REVERSION,EHLERS_FISHER_TRANSITION,MOM_MEAN_REVERSION,MA_SPREAD_MEAN_REVERSION","mean-reversion,confirm","M15,M5","plausible_novel,wild_diversity"
second,STOCHRSI_TREND,setup,trend,Momentum,172,9,0,69.9054,60.6929,"STOCH_MEAN_REVERSION,RSI_MEAN_REVERSION,WEIS_WAVE_FORCE_MEAN_REVERSION,WILLR_MEAN_REVERSION,MA_SLOPE_MEAN_REVERSION,GARCH_VOLATILITY_REGIME","mean-reversion,filter","M15,M5","plausible_novel,proven_neighbor"
second,MFI_TREND,setup,trend,Volume,172,17,0,69.7949,60.983,"BBANDS_POSITION_MEAN_REVERSION,MA_CROSSOVER,MOM_MEAN_REVERSION,MACD_HISTOGRAM_PIPS_MEAN_REVERSION,OBV_MEAN_REVERSION,MINUS_DI_MEAN_REVERSION,MA_DISTANCE_MEAN_REVERSION,STOCH_MEAN_REVERSION","mean-reversion,unknown,confirm,breakout","M5,M15","plausible_novel,wild_diversity,proven_neighbor"
second,STOCHRSI_MEAN_REVERSION,setup,mean-reversion,Momentum,172,11,0,69.5822,58.5571,"WAVETREND_CROSSOVER,WEIS_WAVE_FORCE_TREND,PLUS_DI_TREND,NVO_VOLUME_IMPULSE,KEY_REVERSAL_SIGNAL,BUFFERED_RANGE_BREAKOUT_SIGNAL,GARCH_VOLATILITY_REGIME,WILLR_TREND","confirm,trend,breakout,filter,mean-reversion","M15,M5","wild_diversity,plausible_novel,proven_neighbor"
second,MA_DISTANCE_TREND,setup,trend,Trend,172,6,0,69.0885,58.5138,"KELTNER_CHANNEL_MEAN_REVERSION,WAVETREND_CROSSOVER,MA_SLOPE_MEAN_REVERSION,RSI_CROSSBACK,WILLR_MEAN_REVERSION","mean-reversion,confirm","M15,M5","plausible_novel,wild_diversity,proven_neighbor"
second,EHLERS_FISHER_STATE_FILTER,setup,filter,Momentum,172,4,0,68.4233,62.248,"CCI_MEAN_REVERSION,RSI_MEAN_REVERSION,BBANDS_POSITION_MEAN_REVERSION,RSI_CROSSBACK",mean-reversion,M15,"proven_neighbor,plausible_novel"
second,KELTNER_CHANNEL_BREAKOUT,setup,breakout,Channels,172,6,0,68.2359,61.153,"WAVETREND_CROSSOVER,CHANNEL_REENTRY,MA_DISTANCE_MEAN_REVERSION,AROON_MEAN_REVERSION,WEIS_WAVE_FORCE_MEAN_REVERSION","mean-reversion,confirm","M15,M5","plausible_novel,wild_diversity"
second,BREAKOUT_FIRST_CLOSE,trigger,breakout,Signals,172,6,0,68.1009,60.2006,"MACD_HISTOGRAM_PIPS_MEAN_REVERSION,OBV_MEAN_REVERSION,MA_SPREAD_MEAN_REVERSION,SAR_MEAN_REVERSION,PRICE_RECLAIM_MA,CHAIKIN_AD_MEAN_REVERSION","mean-reversion,confirm","M15,M5","plausible_novel,under_tested_role_correct"
second,CMO_TREND,setup,trend,Momentum,172,4,0,67.7271,59.276,"ROLLING_VOLUME_PROFILE_CONTEXT,MFI_MEAN_REVERSION,MACD_HISTOGRAM_PIPS_MEAN_REVERSION,WEIS_WAVE_FORCE_MEAN_REVERSION","mean-reversion,filter","M15,M5",plausible_novel
second,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,Volume,172,16,0,67.7271,60.1905,"CMO_TREND,BBANDS_POSITION_TREND,PLUS_DI_MEAN_REVERSION,RSI_TREND,ULTOSC_MEAN_REVERSION,DONCHIAN_CHANNEL_BREAKOUT,THRUST_BAR_SIGNAL,MA_SLOPE_MEAN_REVERSION","trend,mean-reversion,confirm,breakout,filter","M15,M5",wild_diversity
second,ULTOSC_TREND,setup,trend,Momentum,172,8,0,67.1135,59.5301,"MA_DISTANCE_MEAN_REVERSION,MA_SPREAD_MEAN_REVERSION,MINUS_DI_MEAN_REVERSION,MFI_MEAN_REVERSION,BUFFERED_RANGE_BREAKOUT_SIGNAL,SAR_MEAN_REVERSION,MOM_MEAN_REVERSION","mean-reversion,breakout","M5,M15","plausible_novel,wild_diversity"
second,CHAIKIN_AD_TREND,context,trend,Volume,172,14,0,66.9022,60.066,"MA_SLOPE_MEAN_REVERSION,WILLR_MEAN_REVERSION,KELTNER_CHANNEL_MEAN_REVERSION,RSI_MEAN_REVERSION,MA_CROSSOVER,MINUS_DI_MEAN_REVERSION,MOM_MEAN_REVERSION,CCI_MEAN_REVERSION","mean-reversion,unknown,filter,confirm","M15,M5","wild_diversity,proven_neighbor"
second,CCI_TREND,setup,trend,Momentum,172,10,0,66.8866,60.3679,"MACD_HISTOGRAM_PIPS_MEAN_REVERSION,MA_SPREAD_MEAN_REVERSION,MFI_MEAN_REVERSION,ROLLING_VOLUME_PROFILE_CONTEXT,CHAIKIN_AD_MEAN_REVERSION,ADOSC_MEAN_REVERSION,SAR_MEAN_REVERSION,BUFFERED_RANGE_BREAKOUT_SIGNAL","mean-reversion,filter,breakout","M5,M15","plausible_novel,wild_diversity"
second,ADOSC_TREND,context,trend,Volume,172,12,0,66.8282,60.4647,"MA_SLOPE_MEAN_REVERSION,RSI_CROSSBACK,MINUS_DI_MEAN_REVERSION,RSI_MEAN_REVERSION,KELTNER_CHANNEL_MEAN_REVERSION,WAVETREND_CROSSOVER,WILLR_MEAN_REVERSION,MOM_MEAN_REVERSION","mean-reversion,confirm,filter","M5,M15","wild_diversity,proven_neighbor"
second,MOM_TREND,setup,trend,Momentum,172,10,0,66.7742,57.2754,"MA_SLOPE_MEAN_REVERSION,MINUS_DI_MEAN_REVERSION,CHANNEL_REENTRY,AROON_MEAN_REVERSION,MFI_MEAN_REVERSION,CMO_MEAN_REVERSION,PLUS_DI_MEAN_REVERSION,MA_SPREAD_MEAN_REVERSION",mean-reversion,"M15,M5","plausible_novel,wild_diversity"
second,MA_SLOPE_TREND,context,trend,Trend,172,13,0,66.087,56.9925,"KELTNER_CHANNEL_MEAN_REVERSION,BUFFERED_RANGE_BREAKOUT_SIGNAL,MINUS_DI_MEAN_REVERSION,PMO_CROSSOVER,MACD_HISTOGRAM_PIPS_MEAN_REVERSION,MOM_MEAN_REVERSION,CANDLE_DIRECTION_INDEX,THRUST_BAR_SIGNAL","mean-reversion,confirm,breakout","M5,M15","proven_neighbor,wild_diversity"
second,WILLR_TREND,setup,trend,Momentum,172,7,0,65.7334,59.0675,"AROON_MEAN_REVERSION,MFI_MEAN_REVERSION,MA_DISTANCE_MEAN_REVERSION,SAR_MEAN_REVERSION,STOCHRSI_MEAN_REVERSION,GARCH_VOLATILITY_REGIME,MINUS_DI_MEAN_REVERSION","mean-reversion,filter","M5,M15",plausible_novel
second,RSI_TREND,setup,trend,Momentum,172,2,0,65.5833,60.5947,"BUFFERED_RANGE_BREAKOUT_SIGNAL,PRICE_RECLAIM_MA","breakout,confirm",M15,wild_diversity
second,MACD_HISTOGRAM_PIPS_TREND,setup,trend,Momentum,172,8,0,65.3457,59.2594,"MA_CROSSOVER,MINUS_DI_MEAN_REVERSION,PLUS_DI_MEAN_REVERSION,MA_SLOPE_MEAN_REVERSION,CMO_MEAN_REVERSION,ULTOSC_MEAN_REVERSION","mean-reversion,unknown","M5,M15","plausible_novel,wild_diversity"
second,GARCH_VOLATILITY_REGIME,filter,filter,Volatility,172,49,0,63.6605,56.7244,"ADOSC_MEAN_REVERSION,CHAIKIN_AD_MEAN_REVERSION,SAR_MEAN_REVERSION,MACD_HISTOGRAM_PIPS_MEAN_REVERSION,MA_DISTANCE_MEAN_REVERSION,AROON_MEAN_REVERSION,RANDOM_WALK_INDEX_FILTER,ROOFING_FILTER_MEAN_REVERSION","mean-reversion,confirm,filter,trend,unknown","M15,M5","wild_diversity,proven_neighbor"
second,MA_SPREAD_TREND,context,trend,Trend,172,5,0,62.6721,56.5547,"PLUS_DI_MEAN_REVERSION,MINUS_DI_MEAN_REVERSION,BBANDS_POSITION_MEAN_REVERSION,ULTOSC_MEAN_REVERSION",mean-reversion,"M15,M5","wild_diversity,proven_neighbor"
second,STOCH_CROSSOVER,trigger,,Signals,172,1,0,61.7839,61.7839,STOCHF_MEAN_REVERSION,mean-reversion,M15,plausible_novel
second,ADX,filter,,Trend,172,2,0,57.3247,57.1014,GARCH_VOLATILITY_REGIME,filter,"M15,M5",wild_diversity
second,RANDOM_WALK_INDEX_FILTER,filter,filter,Trend,172,1,0,53.448,53.448,WAVETREND_CROSSOVER,confirm,M15,wild_diversity
second,ATR_VOLATILITY_FILTER,filter,filter,Volatility,172,1,0,50.3029,50.3029,GARCH_VOLATILITY_REGIME,filter,M15,wild_diversity
second,CANDLESTICK_PATTERNS,trigger,,Patterns,172,0,0,0.0,0.0,,,,
second,TTF_DSL_MAGNITUDE,setup,confirm,Trend,172,0,0,0.0,0.0,,,,
